pos	Nobuo shows his unique talents with everything on the menu. Carefully crafted features with much to drink. Start with the pork belly buns and a stout. Then go on until you can no longer.
neg	Not busy at all but took nearly 45 min to get our meal.  Ordered the trout and was shocked to see lots and lots of bones. Hmmmmm. Well asked the waitress about it and she said \"they try the best they can\"  hmmmmmm isn't this a \"fish\" restaurant?  They comped the trout but still not sure I would go back.
pos	The oldish man who owns the store is as sweet as can be.  Perhaps sweeter than the cookies or ice cream.  Here's the lowdown: Giant ice cream cookie sandwiches for super cheap.  The flavor permutations are basically endless.  I had snickerdoodle with cookies and cream ice cream.  It was marvelous.
neg	Yikes reading other reviews I realize my bad experience wasn't unique. As a server I make a very laid back customer. I like pretty much everything I eat and don't require a lot of attention from the waiter.   La Piccola Cucina would benefit from just one extra person in the front of the house. Our guy though adorable and friendly was too busy to refill our drinks and to remember to bring our appetizer (though charged us for it). The ahi tuna (highly recommended over the other fish options he said) was so overcooked it was the color and consistency of chicken. Like other reviewers mentioned he was frantic and made that clear to every customer. At one point I even saw him in the kitchen cooking - they need another person!   I left super stressed out from the experience which is very very unusual for me. You can either have bad service or bad food but not both.
pos	Wonderful Vietnamese sandwich shoppe. Their baguettes are great hot out of the oven with butter or in one of their many sandwich choices. They have a modest selection of baked goods along with some of the best egg rolls around. Bring cash or your ATM card as no credit cards are accepted but they have an ATM on premises.
neg	This is my first year participating in Arizona to sell clothing just wandering how busy its goona be in there ??? little worried can any one reply me ??
pos	They have a limited time thing going on right now with BBQ chicken pizza (not sure how long it's going to last) but let me just say it was amazing.  Probably THE best BBQ Chicken pizza I have ever had.  I have tried other things too like the tomato basil soup and many of their sandwiches ... very good very fresh - every time.    The 5 stars is for the pizza but if I were to rate Jason's Deli over all they would get about a 4.
neg	really I can't believe this place has received such high reviews from people.  my lady and i walked in and were greeted rather rudely by a pretentious bitch at the front with a monotone \"name please?\" instead of a warm friendly french welcome to this rather charming looking place. we didn't have a reservation which from the looks of how dead empty the place was didn't seem like a problem. until the hostess whisked through her reservation list and explained she'd try to \"fit us in\". it was 6pm the place had one other couple dining and we were informed that the next party was arriving at 7:30. we weren't really looking to hang out. it would have be awfully lovely if yelpers would have informed of the need to MAKE RESERVATIONS before going in here because if you don't you're automatically a piece of shit according to the staff. sorry i don't plan very much ahead. next time i will and it won't be here.  anyways after debating for a minute or two with herself the hostess decided we could \"squeeze in\" and sat us right on top of the other couple inside the restaurant. she informed us that we could cork our own wine for their low low price of 9 fucking dollars. in words only office space could adequately describe\"coup des tartes what is it exactly that you do?\".   the food was good nothing spectacular for $25+ a plate. we got a salad with apples and nuts and bleu cheese which was served warm. now this is the first warm salad i've had all of my life and by no means am i some sort of wordly food expert but i believe salad should be cold and crisp. not soggy and warm. yuck. the cordon bleu was tasty and filling however the wobbly table was an extreme annoyance when cutting through the chicken but it was solved (with no thanks to the staff) by placing a jack-in-the-box gift card under the leg. i will admit the mashed potatoes are some of the creamiest and best i've ever had. my lady got the pork tenderloin which had a strange peppery-sweet pairing which i didn't particularly care for. we were broke for desert so unfortunately we didn't get to try any tarts. you would think for a place that promotes itself as being so poise would get some fancier menus other than a $.15 piece of cardstock copied in bulk at kinkos.  this place was rather disappointing. i honestly thought it would be way more comfy and welcoming inside but it really wasn't. it presents itself as being so high class and french and oh-la-la wee wee but when it comes down to it it's still located in a tiny shack of a house at 16th street and highland. maybe if it were located in the biltmore i'd give it a bit more cred.
pos	okay this is the best place EVER! i grew up shopping at the one in los gatos and the one in Oakville. i was shock when i saw the best store in the world in Scottsdale and then not surprised at all. the have all the good stuff. from cheese down to wine. i can't tell you how happy i am that this store is here in Arizona. now if we could just get dean and deluca!
neg	I was really excited about this event maybe my expectations were too high because I was really underwhelmed.  Very little shade ran out of water by the time I got there at 1pm (other obligations) 20\% of the vendors were out of food and by the time I ate my way through some everyone else was already out.   60 bucks for that?  I don't think so.    And when I mentioned it to \"the person in charge\" he was patronizing invalidating and kept telling me how happy the chefs were.  Well I'm your consumer big guy.    Sorry Devoured wish it could have been better.   What food I did try was pretty good.
pos	This place shouldn't even be reviewed - because it is the kind of place I want to keep for myself...  =)
neg	The beach paradise of Ixtapa-Zihuatenejo awaited us....unfortunately so did a connecting flight in ARIZONA of all places...  Long story short....1/3 of our luggage did not arrive at our final destination various articles of our clothing are still missing as well as my cell phone charger...not to mention security forcing us to open sealed containers of my son's baby food and milk for litmus tests...  I looked on the bright side....at least we didn't get deported =)
pos	first time my friend and I went there... it was delicious!  The food garlic knots our favorite and of course the wine!  We will be going back ALOT!
neg	See the huge sign outside that says $2.50? Yeah that's for shirts only. I was caught off guard when I brought in my skirt and got nailed for about $3.79. As I sadly handed over my $5 bill the lady at the counter said a lot of people had told her they felt betrayed by the sign outside. No kidding. I had originally been heading down the street to Regal on 7th Ave.--who does a fine job in half the pickup time--for the \"advertised\" fake price here. Trying to make the best of it  I told the lady at least I'd learned they had an onsite alteration service and maybe that was worth a buck. UH OH. Picked up my skirt a few weeks later with some Jersey Shore-type chick at the counter and was told I owed another $3.79. I flat-out refused to pay twice. She screamed at me chased me to my car wrote down my license plate and said the police would be visiting. Ni-i-i-ice.
pos	I love this place! I have been coming here for ages. My favorites: Elsa's Chicken sandwich any of their burgers dragon chicken wings china's little chicken sandwich and the hot pepper chicken sandwich. The atmosphere is always fun and the art they display is very abstract but totally cool!
neg	Unless you are a regular or look like your wallet is fat don't expect the best service.  Entrees cost about 20-38 bucks and Anti pasta runs between 5-20 desserts are all 8 bucks unless you get aged balsamic vinegar.  They also have a big cheese selection.   I made reservations for this restaurant and they sat us by the back door.  The waiter never once explained anything on the menu or suggested a wine to go with our meal.  He didn't even tell us about the cheese menu except to check on the one we wanted.  The other waiter for a table near ours went out of his way to explain the menu and go as far as to tell his tables how to eat the cheese ( it comes with jelly's and such) .    My meal was good I had the duck.  She had the salmon which tasted very fishy.  Not fresh at all.  The wine was 40 bucks for a carafe ( maybe if we would have got a 100 dollar bottle we would have gotten better service)  The Dessert was good it was a rich chocolate cake with nuts and chocolate sauce. Nothing too special.    Overall the experience made the meal not worth the 115 bucks in these times not to mention they overcharged my girls card for the drinks at the bar.  If we dont want to give 25\% don't charge it plain and simple.    Just a warning reservations and customer service mean nothing.  We mentioned our complaints to the waiter and manager.  We received an apology but how bout comp our dessert or something.  Hyatt Gainey staff is also rude for the most part.    Two thumbs way down.
pos	I love love LOVE this place. My boss (who is into healthy eating) recommended this place. I went over with some highly skeptical friends and one dinner was enough to convert them into believers! The food here is so good! We had the Shrimp dumplings and the Onion tart as starters. We ordered the Shirataki noodles and street tacos as entrees. So also ordered the Kale-aid. All of the dishes were yummy.  I have gone back many times since then and have never been disappointed! I have gone after yoga to get some Kale salad or the chicken chopped salad. I always have to get the Kale aid.  Once a guy at the next table uprooted a whole plant by mistake (on the patio) and was highly embarrassed as was his date! Ever since I have very careful not to throw my arms around as I can be quite clumsy sometimes! I do NOT want to be banned from my favorite place for my clumsiness! I don't think I can live without True Food!
neg	Take your money elsewhere unless you've got kids.  I really try to like this place.  A family member signed me up for the discount card so I've been going more often but I just don't love it.  It's simply ok but the prices are outrageous.  And the sounds and animatronics are a huge distraction from the so-so food.  The cocktails are alright but again the price is not right.  The ony thing fun about the place for an adult is the gift shop and the light-up cocktail glasses (which cost extra.)  I've seen a lot of happy families in here though so I bet it's better if you have little ones to bring along.
pos	Disclaimer: Like many of you I am a sucker for charming little homes that have been re-purposed into restaurants. I am certain that this colored my opinion of Cibo.  That being said I absolutely love having lunch here the other day. I unknowingly arrived at 2:05 (5 minutes after they close between lunch and dinner) but was served anyway. I had the salscicia sandwich and a side of fruit. The sandwich was excellent served on perfectly crisp chewy saltimbocca bread. The sausage was flavorful and was complimented by roasted red peppers and onions. All this was finished off with a great quality mozzarella cheese. Really really delicious.  I should also say that the atmosphere here was friendly and  comfortable though a bit small. This would be a great place to hang out if you lived nearby.
neg	My friend kept telling me how good their lunches are... I tried it but it didn't do anything for me.  The sandwich tasted like something you can get at Safeway but twice the price.  For being called a Purveyor of Fine Foods I expected the food to taste like not just any ordinary sandwich.   What I had: Ham cheese with portobello mushrooms on a panini with 2 sides of pasta one was parmesan and the other was macaroni. Maybe it was the panini bread. I think the parmesan pasta was made there but I know for sure the macaroni was not made there it tasted like something I had at a picnic which was in a carton. It wasn't anything to brag home about.   I found out the head chef made my sandwich... keep him in the kitchen and away from the customers no personality whatsoever. I asked for his suggestion and his reaction was \"anythings good.\"   Normally when I go to AJ's I go for their desserts. Their desserts are fabulous and you can get individual servings at a reasonable price.  I can take an assortment home and have them for later.   Our company does use them for their catering and I've had many compliments on their dishes but pass on the lunches.
pos	Never having dealt with a Discount Tire in Phoenix before (only in Texas and their service has been great all the time) I came in not knowing what kind of service to expect. I was pleasantly surprised! The store had a good amount of parking and the store front was clean open and had adequate seating around the perimeters. There were already 5-6 people sitting and waiting for their cars to be finished and 2 people waiting infront of me to see a representative. All the guys working there were busy helping someone yet were saying hello to us and reassuring they'd get to us very soon. I didn't wait an unneccesary amount of time and then was helped by Wally. He inspected my tires recommended a plan of action gave me options and we headed back into the store. After I made my decision to replace 2 of the tires he checked their stock and unfortunately they didn't have them there. BUT he called another store and had them picked up for the next morning so I could just come back the next day to this same store and get those bad boys installed. Great! The prices were not as heafty (relief) and although there were a good amount of people the next day waiting for their cars to also be serviced it took exactly the amount of time they'd told me (45 min). They apologized for the wait but no need for that! The guy who helped me on the 2nd day (I'm sorry I forgot his name) was also very professional and great. I recommend this store and will be bringing my car here in the future most definitely. Thanks guys!  TIP: If you know you need to bring your car in you can make an appointment with them online. They take walk-ins but I believe it helps them manage their customers easier and that in turn benefits you.
neg	Absolutely horrendous.  This post office will lose your mail (repeatedly) laugh about it to your face lie about it blow it off make it seem like it's your fault and make you wish you had sent it UPS.
pos	(Un)fortunately for me lux is close to my house.  I walk there nearly every day and am much poorer because of it.  The coffee and pastries are amazing.  They always play really great music too!
neg	Other than the really great happy hour prices its hit or miss with this place. More often a miss. :(  The food is less than average the drinks NOT strong ( at least they are inexpensive)  but the service is truly hit or miss.  I'll pass.
pos	Fred M. pretty much said what I would say so I won't beat a dead horse.  I'll add though that they offer a wide variety of deep-fried quesadillas.    Did you catch that?  DEEP FRIED QUESADILLAS!
neg	Been here for many years but have seen a recent decline in quality service. Felt scolded by the bartender today at lunch. Felt disrespected as a customer. Service sucks stay away. \"bad service = bad review\"
pos	Alright I have been away from Yelp for quite some time and I feel that this place is fitting to be my comeback review...  Chicken and Waffles.  Yes chicken and M'Fin waffles.    In the ghetto?  Check Has sweet tea?  Check Has no-nonsense quick service?  Check Ridiculously long wait?  Check Best thing that I have eaten in the last year?  Check  I have to say not the best fried chicken I have ever had but pretty damn good- it could use more seasoning.  Now the waffles probably the best ever...  The waffles are deliciously soft inside a little crispy out with a wonderful cinammoness to them.  The seating is cramped but it doesn't matter as soon as your food is delivered your table goes quiet you get tunnel vision and after the first bite you are taken away to an orgy of goodness.  If you are in Phoenix this is a requirement.  Come real early or be prepared to wait.  Don't forget to order the Red Velvet cake and they have Kool-Aid if that fits your fancy.  Even after I came home from Arizona I couldn't stop talking about LoLo's for like 2 weeks.  Shoot two months later and I am still drooling thinking about it...
neg	This place is not there anymore.
pos	This restaurant is incredible and has the best pasta carbonara and the best tiramisu I've had in my life. All the food is wonderful though. The calamari is not fried. The bread served with dinner comes right out of the oven and the tomatoes are the freshest I've tasted outside of my mom's own garden. This is great attention to detail.  I can no longer eat at any other Italian restaurant without feeling slighted. This is the first place I want take out-of-town visitors I'm looking to impress.  The owner Jon is helpful friendly and really cares about providing a positive dining experience. He's spot on with his wine recommendations and he organizes wine tasting events which you can find out about by joining the mailing list or Facebook page.
neg	Rarely do I give a 1 star rating but after four attempts in four months to get my fax line and internet rolling I can honestly say they have earned this.  After finally showing up for a scheduled appointment the tech told us our internet was fine but we disagree because we are getting the same speed we had with Qwest in Cave Creek (SLOW)  and they are charging us $64 a month for what they call the upgraded 20mbs.  Furthermore I tried to send out a couple faxes after he left and the line is not responding.  Im going to drive down to the store tomorrow and demand that they remove the fees for service I have not received and just get efax.  As I noted in the first review we were excited to upgrade to faster internet so that makes this experience even worse.
pos	This an incredible church that embraces the principle that ......Christ Life Church exists to bring people into a life-changing relationship with Jesus Christ.  Three campuses allow Christ Life to reach into several locations...online Tempe and Casa Grande.   The wonderful children's and youth programs appeal to a wide perspective of people.
neg	What a load of absolutely hideous uninteresting crap.  Take every single one-star review written by Yelpers below copypaste them here and you will have a far more eloquent summary of my feelings on this place than anything I can come up with.  I have no reason to ever come here. Certainly not free will. The one time I did come here I was forced to by a friend who was meeting another friend.
pos	This is our favorite breakfast place. The food is good. They have the best biscuits & gravy of any restaurant I have eaten at. The wait staff is friendly. The only complaint I have is that Sunday mornings are packed so there can be a wait to be seated.
neg	Wednesday 7pm.  This place is your average over priced lack of taste chain food restaurant and this place was no different.   I have to say I was super disappointed as I have always heard rave reviews now I'm starting to question who I associate with and their taste in food.  Service=slow. Food=just tastes like salt Noise=loud and they do a dance...like a lot.  Go somewhere else and skip Joe's Crabs.
pos	I had looked at several invitation websites along with catalogs with no luck in finding just the right balance of wedding colors/design.  Thomas at Alphagraphics helped me every step of the way of designing and printing our wedding invitations and programs.  I knew I wanted a booklet-style but needed a little design creativity from Alphagraphics which they nailed!  I highly recommend Alphagraphics to anyone needing any print work done - not just wedding invitations.  Thomas and his crew are stellar!!
neg	I had not been to an Oregano's in like 10 years. They seems to be popping up all over here in AZ now so my buddy was in from out of town and he wanted to try so why not.  I'll tell you \"Why NOT\"... we has two thin crust pizzas... and I even hate to call them that. More like... crackers with melted cheese and some toppings.  That was some of the worst excuse for pizza I've ever had. Most of the fast-food delivery pizza I've had beats it -- and I do not like at all delivery pizza.  Maybe the pan pizza is better than the thin crust... god it could not be worse!  It only deserves one star for the good service... other than that is the another sub-par overpriced \"gourmet\" pizza joint.  If you want expensive and good pizza there are many good alternatives... Pizzeria Bianco Grimaldi's etc.
pos	I absolutely love this little spot! It's a great little known boutique with incredibly unique gift items that I don't have to drive clear out to Scottsdale to find. I've been shopping at Vignettes for about 8 years. Whenever I am in a quandary about what to get someone this is the first place that I head to. Mostly it is because of the wide range of specialty items that they have on hand. Whether it's something for the garden a gift for the new bride or baby a unique piece of art or heavenly scented candles - you will not be disappointed.  The owners / staff are super friendly and have always been more than willing to help find something within a price range or based on occasion / need. And they do the most amazing wrap jobs making gift giving even easier.  The final bonus is their annual Clearance sale. For three days each year they basically blow out their stock to make way for new finds. Ask to be put on their mailing list to ensure your have a heads up and get there early because long time customers like myself never miss it. : )
neg	I recently had a shit cleaned at the Intercontinental Hotel in Hong Kong. Not cheap. I only mention that because this place charged MORE to clean that suit - almost $30 for a two-piece suit after they tacked on their $6 \"designer brand\" surcharge (no I am not kidding). Despite branding as \"green\" the suit still reeked of solvent (the green silica-based solvents have never left an odor in my experience). No differentiation to justify these absurd prices - a lot of good alternatives in the area. Be warned!
pos	Came here with a large group a while back.  We were there to eat and have a beer before a concert there. It was a weekday so we made it to happy hour. Happy Hour pricing was fair. The food was pretty good. The very best thing there is the beer!  They had like everything on tap! MMMM!
neg	Where are the managers????   It took 1 1/2 hours for our meal to come out at 8:15 in the evening.  Items came out at different times so we couldn't all eat at the same time.  The asparagus tempura was inedible because they didn't cut the ends.  Waitress just took it away and did not comp us.  Waitress knew next to nothing about the sushi menu.  She sat and talked with the hostess the entire time instead of waiting on her tables.  Food was WAY over priced and I couldn't speak to my dinner companions because the music was way to loud.  One of the worst dining experiences in a long time.  Paid $70 for a dinner for 4 and went home hungry.  HORRIBLE!
pos	Beer...or Yoga?  Located in a small center just east of Four Peaks Brewery in Tempe (a reasonable distance from the light rail on Apache) is an amazing classy studio for the Mind-Body connection.  Mr. Mustachio had decided after doing a couple yoga classes with me at the ASU gym that he loved the stretch so pursued a class for a semester at ASU this Spring and had the pleasure of practicing with Tish Hegel. After seeing his body transform to only 16.2\% body fat all his jeans get too big on him and fill out his American Apparel briefs nicely I was super jealous. He raved about his teacher and I could tell he had de-stressed a lot since he started the practice.  Luckily she opened up a studio recently and it simply goregous. The waiting area is filled with yoga material and a very calming space with a remodeled bathroom and dressing rooms to change if coming from work/school. Not at all cheesy like the SouthWest Inst with the way too many angels imagery (creepy!). But the gem is truly the practice space. Hardwood floors high ceilings a beautiful staircase tasteful decorations and absolutely NO MIRRORS.    That is right- the only person staring at my pudge rolls is my teacher and who-ever isn't focusing on their tree posture-not the entire class! It really relieves a lot of stress  and helps me concentrate on how a posture feels as opposed to just looks.  As for Tish Hegel she is simply outstanding-she has so many credentials you have to read her biography for yourself. She has been practicing for a loooong time and her hands-on instruction and confident voice echoes in my ears even now (bring those shoulders down!).   So far I have done:  Ashtanga Inspired Flow (pretty intense really hurt for 3 days would recommend after getting into yoga for a while) Sivananda (ditto)  Focus Class (did a lot of bike riding and she focused on everybody's body issues and did the sequence right then and there for us and my lower back and knees felt amazing the day after) and this morning brought my friend to Kinetic Yoga: Morning Movement and Flow which kicked our 6am asses a little bit but we both felt amazing afterwards!  She does tons of modifications is always making sure we are okay and is just super personable.  I did the huge package since I didn't renew my ASU gym membership for this summer but you can do drop-in.   Now for the cliched Yoga Review ending:   NAMASTE!
neg	Still quite poor both in service and food. maybe I made a mistake and ordered Sichuan Gong Bao ji ding for what seemed like people from canton district. Unfortunately to get the good service U have to speak Mandarin/Cantonese. I do speak a smattering but try not to use it as I never feel confident about the intonation.   The dish came out with zichini and bell peppers (what!??)  Where is the peanuts the dried fried red peppers and the large pieces of scallion. On pointing this out all I got was \" Oh you like peanuts.. ok I will put some on\" and she then proceeded to get some peanuts and sprinkle it on the chicken.  Well at that point I was happy that atleast the chicken pieces were present else she would probably end up sprinkling raw chicken pieces on it like the raw peanuts she dumped on top of the food.   Well then  I spoke a few chinese words and the scowl turned into a smile and she then became a bit more friendlier.   Unfortunately I do not condone this type of behavior. It is all in poor taste...
pos	Figured it is time to write a review after going here for quite a few years for dinner on special occasions or just to have some of the best seafood and Bone in fillet around.   First off you have to understand that the cuts are top quality so you can order almost any steak off the menus and be dazzled by the flavor which is fantastic to the point that adding anything to it would destroy the integrity of the taste as is.  I mean the meat is perfection on a plate and this needs no other explaining.  If with friends or even your significant other you must start with the the seafood tower which can be order in many different ways to match your appetite and likes. When presented at the table you and your guests will be blown away at the quality of the seafood and rightly so as it is brought in fresh daily.  The sides are too awesome in their taste and quality and i suggest the Lobster mash or the Maestros Mash potatoes neither of which will leave you hungry in their own right but often wanting more :)   Wine selection is great and the atmosphere is top notch but topping it with some of the best servers in town makes this one of my favorites for entertaining.   you will not be disappointed.
neg	First I hope La Fonda management reads these reviews and takes steps to improve their restaurant.  Second we miss the bloody mary bar too.  Hubby & I visited LF a few weeks ago on a Saturday night for dinner. We asked the waitress a general question about a beer and she made something up that was ridiculously wrong.  Okay she doesn't know beer.  We liked the chips & salsa it was a good start then I took a sip of my water.  What the?  I know what Tempe tap water tastes like but this was weird.  The aftertaste made me cringe I couldn't drink it even with a slice of lemon in it maybe it was the ice.  Hubby ordered chicken enchiladas which he orders practically everywhere and it was so bad he didn't finish it.  My meal was not memorable either.  I wanted to love this place or at least like it.  We walked out of there terribly disappointed I doubt we'll go back.
pos	I can't describe to you how amazing these gourmet adult hot pockets taste! They literally MELT in your mouth- a few of my favorites are the Cajun Chicken Dill Salmon and the Stilton & Steak---Bon Appetit everyone! And don't forget about the all day everyday-$3 car bombs(you can't beat that price) their happy hour is amazing too!
neg	I'd say I've been to the Clubhouse a few times a year over the past five years or so. Does that make me the most knowledgeable person on the venue? By all means no. But there are some very common themes among the shows I've seen here even though the artists were different genres different crowds and even different times of year.   The sound quality is terrible. The last three bands that I have seen there (and have seen in other venues as well) all complained that they couldn't get the sound right on their monitors or in the house. To me that's a major turn off if the band isn't happy with their sound are they going to be very motivated to play? Maybe it's a slighted observation but it seems that the only bands that return to this venue are the ones that play music where the sound quality isn't...let's say \"sacrificed or as important\" (metal hardcore thrasher hip-hop whatever you call it).   The venue is also hot. I don't read the reviews of others before I review a location because I don't want my opinions to be skewed but I noticed someone said \"don't wear pants\" honestly that's a really good tip. The last show I saw here was in June. I know it's Phoenix in the summer suck it up. But when you exit the venue and it is noticeably and significantly \"cooler\" than inside the venue we've got issues can they not afford to run the a/c?   The answer to that question is maybe not. The bar is understaffed and patrons seem to be lined up 3+ deep all around. Sometimes you've got to spend money to make money. Hire more bartenders customers get served faster thus allowing them more time to consume the beverage and purchase more. That means you can sell more which means you will make more money! What a concept.   Hate to just destroy a business but hopefully they will heed the feedback constructively. Until then remember: if you've always wanted to hear the artist you are going to see in a low-fi format here's your chance if you have always wanted to forgo wearing those pantaloons I support you and finally you should craft a clever way to hide a flask since you won't get served although this might be difficult sans bottoms.
pos	So very Portlandia in its hipsterness and decor. Premium coffee roasted in-house in the middle of the desert no less! Who would have thunk it.  Baristas were profesh and friendly. They even warmed up our pastries upon request. Perfectly foamed milk and fruity noted espresso. I hope this place has a long life in Scottsdale where great coffee is few and far between.
neg	Not that any SBUX is worth going out of your way for but this one is worth skipping. The service I've experienced each time I've been is pretty dang poor and the drinks always seem quite cold.
pos	Awesome subs clean and friendly well priced.
neg	How does this restaurant generate so many 4 and 5 star ratings?   I know it was on the food channel but honestly the food was sub-par. Maybe it was just an off day but I have a feeling it wasn't. The prices were not outrageous but it wasn't cheap either. The atmosphere was nice if very cafeteria like.  But the food was way way too \"greasy.\" And bland. And my stomach now aches after eating there....
pos	I LOVE Chic Nails!  I used to go to Tip & Toes on 48th street and Ray Road until one day they were \"too busy\" to take my friend and I in for pedicured. We discovered Chic Nails and have been doing all of our manicures and pedicures there since.   The staff is extremely friendly and they give the best pedicures for a very reasonable price. I highly recommend this nail salon over any other!  P.S. It is extremely close to CK's Bar & Grill to go for happy hour after! :)
neg	My wife and I live around the corner hadn't eaten here in a few months. We got food for take out Mongolian beefkung po chickenpad Thai noodles.  Mongolian beef there were more white onions then scallions and it was very bland. Kung po chickenlots of white meat chicken the whole dish only had one peanut and the taste of this dish was non existent. Very very Blah... Pad Thai noodlesthe dish was dry and came out of the container in one giant clump. It tasted like plain noodles i was glad I had peanut sauce in the fridge toadd to it. Then it was edible .... We will not be going back to G@S.. Very disappointed !!!! From now on it will be Jade palace on 92nd street. For take out Asian !!!!  Do yourself a favor go elsewhere !!!!
